,Product ID,Product Title,Product Description,Donor Partner,Language,Category,Media,Platform,Admin Fee ($),Product URL
257,G-56917,Project – No Software Assurance (Computer Labs Only),"Description
Project is project management software. It enables managers to stay informed and control project work, schedules, and finances. This version of Project cannot be connected to Project Server and integrated into the Microsoft Enterprise Project Management (EPM) solution. Organizations that need these capabilities must use Project Professional.
This donation provides one license for installing the software on a single device. See a summary of Volume Licensing Product Terms for specific licensing details.
Which Version of This Software Is Available?
You can find out which version of this software is available on the Current Versions of Microsoft Products page. You can download the software in any language that's available.
Benefits for Organizations
If you understand project management concepts, you can use Project to schedule tasks, allocate resources, track progress, and share project information. Project can be used for both large and small projects.
Major Capabilities
Automatic or manual scheduling: Project's scheduling engine can forecast the date of a task based on various factors, like dependencies, duration, and constraints. If automatic calculations aren't required, the user-controlled scheduling option allows for complete scheduling control in a given project, overriding the scheduling engine as well as allowing fields to be empty for uncertainties in planning.
Team Planner: The Team Planner allows users to visually drag and drop resources in an interactive resource view to simplify complex resource scenarios. Users can quickly spot unassigned or unscheduled work as well as overload conditions.
Timeline View: An easy-to-read graphical project timeline can be shared with others through email or in presentations while retaining its formatting.
No Software Assurance
This license does not include Software Assurance. Without Software Assurance, you will not have the right to install new releases of this product. You will not be able to add Software Assurance to this type of license.
Computer Labs Only
This product is available only to organizations that operate a computer lab. It can be used only on computers that are available to an organization's beneficiaries or the general public. It can't be used on computers that are assigned to staff members or volunteers.
Obtaining This Product
To install this product, you'll need to access the Microsoft 365 admin center. When your donation request has been approved, TechSoup Canada will send a message to your organization email address with further instructions.
If you need help obtaining this product, find out how to download it.",Microsoft Donated Software,Multilingual,,Licence Only,Windows,74.0,https://www.techsoup.ca/content/project-%E2%80%93-no-software-assurance-computer-labs-only
258,G-56921,Visio Standard – No Software Assurance (Computer Labs Only),"Description
Visio Standard is software for creating diagrams. Users choose a template, drag shapes to the drawing, connect the shapes, and add text where needed.
This donation provides one license for installing the software on a single device. See a summary of Volume Licensing Product Terms for specific licensing details.
Which Version of This Software Is Available?
You can find out which version of this software is available on the Current Versions of Microsoft Products page. You can download the software in any language that's available.
Benefits for Organizations
You can use Visio to create flowcharts, organization charts, office layouts, and more.
Major Capabilities
Templates: Visio includes templates for
Charts (organization charts, flowcharts, and marketing charts)
Project schedules (calendars, timelines, and Gantt charts)
Maps (directional and geographic)
Cause-and-effect diagrams
Block diagrams
Basic network diagrams
Basic office layouts
Themes and styles: You can add sets of colors, fonts, and effects to an entire diagram with a single mouse click. Each theme has several variants. In addition, you can also apply styles to individual shapes to make them stand out.
Threaded conversations: A commenting pane allows reviewers' comments to appear in threads.
Cloud storage: The default location to save diagrams is the user's OneDrive.
No Software Assurance
This license does not include Software Assurance. Without Software Assurance, you will not have the right to install new releases of this product. You will not be able to add Software Assurance to this type of license.
Computer Labs Only
This product is available only to organizations that operate a computer lab. It can be used only on computers that are available to an organization's beneficiaries or the general public. It can't be used on computers that are assigned to staff members or volunteers.
Obtaining This Product
To install this product, you'll need to access the Microsoft 365 admin center. When your donation request has been approved, TechSoup Canada will send a message to your organization email address with further instructions.
If you need help obtaining this product, find out how to download it.",Microsoft Donated Software,Multilingual,,Licence Only,Windows,34.0,https://www.techsoup.ca/content/visio-standard-%E2%80%93-no-software-assurance-computer-labs-only
259,G-56918,Publisher – No Software Assurance (Computer Labs Only),"Description
Publisher is a desktop publishing program that allows users to create publications for desktop printing, commercial printing, email distribution, or viewing on the web.
This offer provides one license for installing the software on a single device. See a summary of Volume Licensing Product Terms for specific licensing details.
Which Version of This Software Is Available?
You can find out which version of this software is available on the Current Versions of Microsoft Products page. In addition, you can download the software in any language that's available.
Benefits for Organizations
You can use Publisher to
Create brochures or flyers to inform others about your organization or upcoming events
Design letterhead and envelopes with your organization's logo and colors
Major Capabilities
Templates: Publisher gives you a library of hundreds of customizable design templates or blank publications, including newsletters, brochures, flyers, postcards, websites, and email formats. From within the application, you can search for more templates available on the web.
Image-editing tools: You can pan, zoom, and crop images, all within Publisher.
Mailing integration: You can compile, edit, and manage your customer or contacts list directly in Publisher and apply your contacts to letters and envelopes for bulk mailing.
No Software Assurance
This license does not include Software Assurance. Without Software Assurance, you will not have the right to install new releases of this product. You will not be able to add Software Assurance to this type of license.
Computer Labs Only
This product is available only to organizations that operate a computer lab. It can be used only on computers that are available to an organization's beneficiaries or the general public. It can't be used on computers that are assigned to staff members or volunteers.
Obtaining This Product
To install this product, you'll need to access the Microsoft 365 admin center. When your request has been approved, TechSoup Canada will send a message to your organization email address with further instructions.
If you need help obtaining this product, find out how to download it.",Microsoft Donated Software,Multilingual,,Licence Only,Windows,16.0,https://www.techsoup.ca/content/publisher-%E2%80%93-no-software-assurance-computer-labs-only
260,G-56924,Visual Studio Professional – No Software Assurance (Computer Labs Only),"Description
Visual Studio Professional is an integrated development environment (IDE) for individual developers and small teams. It supports the development of applications for Windows, SharePoint, the cloud, or web and mobile-device platforms.
This donation provides one license for installing the software on a single device. See a summary of Volume Licensing Product Terms for specific licensing details.
Which Version of This Software Is Available?
You can find out which version of this software is available on the Current Versions of Microsoft Products page. In addition, you can download the software in any language that's available.
Benefits for Organizations
If you have software development experience, you can use Visual Studio to
Develop custom applications for use in your organization
Develop mobile and web applications for use by your constituents and donors
Major Capabilities
Use major programming languages: Visual Studio supports all popular languages like Visual Basic, C, C++, C#, Python, HTML, JavaScript, F#, and more.
Develop for any platform: Create applications for Windows, Android, iOS, and the web with cross-platform technologies.
Understand your code: Stay focused on your work with tools that highlight code references and changes to your code, show who last modified a method, and allow you to check whether test methods have passed or failed.
Free Editions
For organizations that do not need the full functionality of Visual Studio, Microsoft offers free, downloadable editions.
No Software Assurance
This license does not include Software Assurance. Without Software Assurance, you will not have the right to install new releases of this product. You will not be able to add Software Assurance to this type of license.
Computer Labs Only
This product is available only to organizations that operate a computer lab. It can be used only on computers that are available to an organization's beneficiaries or the general public. It can't be used on computers that are assigned to staff members or volunteers.
Obtaining This Product
To install this product, you'll need to access the Microsoft 365 admin center. When your request has been approved, TechSoup Canada will send a message to your organization's email address with further instructions.
If you need help obtaining this product, find out how to download it.",Microsoft Donated Software,Multilingual,,Licence Only,Windows,55.0,https://www.techsoup.ca/content/visual-studio-professional-%E2%80%93-no-software-assurance-computer-labs-only
261,L-56982,Visual Studio Professional (Discounted) – No Software Assurance,"Description
Visual Studio Professional is an integrated development environment (IDE) for individual developers and small teams. It supports the development of applications for Windows, SharePoint, the cloud, or web and mobile-device platforms.
This donation provides one license for installing the software on a single device. See a summary of Volume Licensing Product Terms for specific licensing details.
Which Version of This Software Is Available?
You can find out which version of this software is available on the Current Versions of Microsoft Products page. In addition, you can download the software in any language that's available.
Benefits for Organizations
If you have software development experience, you can use Visual Studio to
Develop custom applications for use in your organization
Develop mobile and web applications for use by your constituents and donors
Major Capabilities
Use major programming languages: Visual Studio supports all popular languages like Visual Basic, C, C++, C#, Python, HTML, JavaScript, F#, and more.
Develop for any platform: Create applications for Windows, Android, iOS, and the web with cross-platform technologies.
Understand your code: Stay focused on your work with tools that highlight code references and changes to your code, show who last modified a method, and allow you to check whether test methods have passed or failed.
Free Editions
For organizations that do not need the full functionality of Visual Studio, Microsoft offers free, downloadable editions.
No Software Assurance
This license does not include Software Assurance. Without Software Assurance, you will not have the right to install new releases of this product. You will not be able to add Software Assurance to this type of license.
Obtaining This Product
To install this product, you'll need to access the Microsoft 365 admin center. When your request has been approved, TechSoup Canada will send a message to your organization's email address with further instructions.
If you need help obtaining this product, find out how to download it.",Microsoft Discounted Software,Multilingual,,Licence Only,Windows,259.0,https://www.techsoup.ca/content/visual-studio-professional-discounted-%E2%80%93-no-software-assurance
262,G-56923,Windows Pro Full Operating System – No Software Assurance (Computer Labs Only),"Description
Windows Pro full operating system is the full version of Microsoft's desktop operating system. It can be installed on a computer that does not have a licensed installation of a previous Windows operating system.
This donation provides a full Windows Pro operating system license. You should request one license for each computer on which you will install it. See the Product Use Rights Summary for Desktop Operating Systems for specific licensing details.
If you need more than 50 licenses, you can request up to 50 additional licenses for Windows Pro Full Operating System.
Which Version of This Software Is Available?
You can find out which version of this software is available on the Current Versions of Microsoft Products page. In addition, you can download the software in any language that's available.
Benefits for Organizations
You can use Windows Pro to
Protect your organization's data
Provide mobile workers with access to your organizational network without the need for VPN
Major Capabilities
Remote Desktop: Users can unlock and access their machines virtually from any Internet-connected device.
Multifactor authentication: You can secure your organization's devices with multifactor authentication via phone call, text, or the Microsoft Authenticator app for mobile phones and tablets.
BitLocker drive encryption: BitLocker encrypts hard drives more quickly to protect sensitive data from being accessed by unauthorized users who come into possession of any of your organization's computers.
Read more about Windows features in TechSoup's What's New in Windows 10.
No Software Assurance
This license does not include Software Assurance. Without Software Assurance, you will not have the right to install new releases of this product. You will not be able to add Software Assurance to this type of license.
Computer Labs Only
This product is available only to organizations that operate a computer lab. It can be used only on computers that are available to an organization's beneficiaries or the general public. It can't be used on computers that are assigned to staff members or volunteers.
Obtaining This Product
To install this product, you'll need to access the Microsoft 365 admin center. When your request has been approved, TechSoup Canada will send a message to your organization email address with further instructions.
If you need help obtaining this product, find out how to download it.",Microsoft Donated Software,Multilingual,,Licence Only,Windows,22.0,https://www.techsoup.ca/content/windows-pro-full-operating-system-%E2%80%93-no-software-assurance-computer-labs-only
263,051791277164,HP EliteBook 840G4 Touch (Refurbished),"Description
This is a discounted, refurbished laptop computer provided by CNB Computers Inc. It includes:
An Intel Core i7-6600U 2.6GHz
A minimum of 256GB SSD
A minimum of 16 Go RAM
A Windows 10 Pro Operating System
An AC power cord
A one-year refurbisher warranty
Free Shipping
All software is preinstalled. See the specifications below for more technical information and for details about warranty and fulfillment.
About CNB Refurbished products
The CNB computers offer refurbished hardware to nonprofit organizations. The products provided may have cosmetic defects that do not affect its operability.
Typical cosmetic defects on refurbished hardware may include wear on keyboards and hand-rest areas, minor screen blemishes, and scratches and nicks on the outer case.
Obtaining This Product
Eligible organizations may request as many CNB products as they need. TechSoup Canada will send a message to your organization's email address when we approve your request. Please read this message as it contains important time-sensitive information on warranties, troubleshooting, returns, and more. CNB Computers Inc. will ship your equipment via ground within 10 business days after TechSoup Canada approves your request. Within 24 hours of shipping, CNB will send a second email with tracking information. After that, it may take up to 10 business days to receive your equipment.
Please note: CNB cannot deliver to PO Boxes. If the address on your account is a PO Box or cannot receive deliveries from couriers, you must contact us to update your account before placing your order.
Shipping, Warranty, and Returns
CNB Computers Inc. covers this product with a one-year warranty, which includes troubleshooting. The Laptop Battery has 90 days warranty.
The warranty covers major defects in the device and its components and includes technical support. See the CNB FAQ page for information about returns.
Software Included
This computer includes the 64-bit edition of Windows 10 Pro.
Product Specifications
The computer will meet or exceed these specifications:
Display Size: 14""
Processor: Intel Core i5-7300U 2.6GHz
RAM: 16 GB
Storage: 256GB SSD
Battery life: 1 hour 30
Webcam: N/A
Optical Drive: N/A
Power cord: N/A
Connectivity: Wi-Fi; Integrated Gigabit Ethernet
Interface ports: Ports: (2) USB 3.1 Gen 1, USB Type-C, DisplayPort 1.2, VGA, RJ-45, docking connector, headphone/mic combo
The official specifications for this computer are available on the HP website.",CNB Computers,,,,,535.0,https://www.techsoup.ca/content/hp-elitebook-840g4-touch-refurbished
264,HW-57025,Cisco Meraki 1000BASE-SX Multimode SFP Transceiver,"Description
Please note that this product is offered through the Cisco donation program.
The MA-SFP-1GB-SX is a Cisco Meraki multimode small form-factor pluggable (SFP) transceiver. This hot-swappable device plugs into a Gigabit Ethernet port or slot on Meraki MX and MS series devices to link them with a network via single-mode or multimode optical fiber.
This donation provides a single MA-SFP-1GB-SX transceiver.
Product Specifications
See the official product specifications for the MA-SFP-1GB-SX at the Meraki website.
Obtaining This Product
TechSoup Canada might request additional information to verify that your organization matches the Cisco philanthropy guidelines. You will receive a confirmation email from TechSoup Canada when your request is approved, followed by additional messages with shipping and delivery information. You should receive your product within 26 weeks of the approval date.
This product cannot be shipped to a PO Box. If your organization's shipping address is a PO Box or is different from its physical location, we will ship your request to your organization's physical address.
Hardware Details
Warranty Meraki covers this product with a one-year warranty.
Cancellations and Returns
If you need to cancel a request, you must do so no later than 65 days before your estimated delivery date.
Damaged or incorrect products can be exchanged or returned for a refund.
Cisco Meraki generally does not accept returns for other reasons. However, if you have special circumstances that you would like us to review, contact TechSoup Canada within 20 days of receipt of the items.",Cisco,English,,Hardware,Multiple platforms,130.0,https://www.techsoup.ca/content/cisco-meraki-1000base-sx-multimode-sfp-transceiver
265,HW-57022,Cisco Meraki 1000BASE-TX Copper SFP Transceiver,"Description
Please note that this product is offered through the Cisco donation program.
The MA-SFP-1GB-TX is a Cisco Meraki multimode small form-factor pluggable (SFP) transceiver. This hot-swappable device plugs into a Gigabit Ethernet port or slot on Meraki MX and MS series devices to link them with a network via copper cable.
This donation provides a single MA-SFP-1GB-TX transceiver.
Obtaining This Product
TechSoup Canada might request additional information to verify that your organization matches the Cisco philanthropy guidelines. You will receive a confirmation email from TechSoup Canada when your request is approved, followed by additional messages with shipping and delivery information. You should receive your product within 26 weeks of the approval date.
This product cannot be shipped to a PO Box. If your organization's shipping address is a PO Box or is different from its physical location, we will ship your request to your organization's physical address.
Product Specifications
See the official product specifications for the MA-SFP-1GB-TX at the Meraki website.
Hardware Details
Warranty Meraki covers this product with a one-year warranty.
Cancellations and Returns
If you need to cancel a request, you must do so no later than 65 days before your estimated delivery date.
Damaged or incorrect products can be exchanged or returned for a refund.
Cisco Meraki generally does not accept returns for other reasons. However, if you have special circumstances that you would like us to review, contact TechSoup Canada within 20 days of receipt of the items.",Cisco,English,,Hardware,Multiple platforms,113.0,https://www.techsoup.ca/content/cisco-meraki-1000base-tx-copper-sfp-transceiver
266,HW-57023,Cisco Meraki 5-Year Umbrella Integration License Upgrade for Wireless Access Points,"Description
Please note that this product is offered through the Cisco donation program.
The LIC-MR-UPGR-5Y is a five-year cloud license upgrade for Cisco Meraki wireless access points to enable Cisco Umbrella functionality. It can only be used to upgrade Cisco Meraki wireless access points that already have an active enterprise cloud license assigned via the per-device licensing model.
This donation provides the LIC-MR-UPGR-5Y Umbrella integration cloud license upgrade for a single wireless access point. To enable Cisco Umbrella functionality, you'll need to request a separate license for each access point in your network.
Obtaining This Product
TechSoup Canada might request additional information to verify that your organization matches the Cisco philanthropy guidelines. When your request has been approved, Cisco will send your licenses within one week.
Product Specifications
See the official product specifications for the LIC-MR-UPGR-5Y at the Meraki website.
System requirements
To be eligible for this upgrade license, each wireless access point in a network must have an active enterprise cloud license assigned via the per-device licensing model
See the official documentation at the Meraki website",Cisco,English,,"License, Download",Multiple platforms,117.0,https://www.techsoup.ca/content/cisco-meraki-5-year-umbrella-integration-license-upgrade-wireless-access-points
267,HW-57026,Cisco Meraki 802.3at PoE Injector,"Description
Please note that this product is offered through the Cisco donation program.
The MA-INJ-4-US is an 802.3at Power over Ethernet (PoE) injector that can provide power to Cisco Meraki devices like indoor wireless access points and security cameras.
This donation includes
Meraki MA-INJ-4-US PoE injector
Meraki MA-PWR-CORD-US AC power cord
Obtaining This Product
TechSoup Canada might request additional information to verify that your organization matches the Cisco philanthropy guidelines. You will receive a confirmation email from TechSoup Canada when your request is approved, followed by additional messages with shipping and delivery information. You should receive your product within 26 weeks of the approval date.
This product cannot be shipped to a PO Box. If your organization's shipping address is a PO Box or is different from its physical location, we will ship your request to your organization's physical address.
Product Specifications
See the official product specifications for the MA-INJ-4-US at the Meraki website.
Hardware Details
Warranty Meraki covers this product with a one-year warranty.
Cancellations and Returns
If you need to cancel a request, you must do so no later than 65 days before your estimated delivery date.
Damaged or incorrect products can be exchanged or returned for a refund.
Cisco Meraki generally does not accept returns for other reasons. However, if you have special circumstances that you would like us to review, contact TechSoup Canada within 20 days of receipt of the items.",Cisco,English,,Hardware,Multiple platforms,40.0,https://www.techsoup.ca/content/cisco-meraki-8023at-poe-injector
268,G-90038,Webex Meetings for Nonprofits,"Description
Webex Meetings is a video conferencing service that offers secure integrated audio, video, and content sharing from the cloud.
Organizations can use Webex Meetings to host online video conferences and webinars and meet remote work needs in a scalable way.",Webex,Multilingual,,Online,Multiple platforms,,https://www.techsoup.ca/content/webex-meetings-nonprofits
269,G-90039,Pluralsight One for Nonprofits,"Description
Pluralsight is a technology learning platform that allows learners to develop and apply skills to master the latest technologies. Learners can gain in-demand skills in areas like cloud, mobile, security, and data.",Pluralsight,Multilingual,,Online,Multiple platforms,,https://www.techsoup.ca/content/pluralsight-one-nonprofits
270,L-57001,Windows Pro Full Operating System (Discounted) – No Software Assurance,"Description
Windows Pro Full Operating System is the full version of Microsoft's desktop operating system. It can be installed on a computer that does not have a licensed installation of a previous Windows operating system.
This offer provides a full Windows Pro operating system license. You should request one license for each computer on which you will install it. See the Product Use Rights Summary for Desktop Operating Systems for specific licensing details.
Which Version of This Software Is Available?
You can find out which version of this software is available on the Current Versions of Microsoft Products page. In addition, you can download the software in any language that's available.
Benefits for Organizations
You can use Windows Pro to
Protect your organization's data
Provide mobile workers with access to your organizational network without the need for VPN
Major Capabilities
Remote Desktop: Users can unlock and access their machines virtually from any Internet-connected device.
Multifactor authentication: Secure your organization's devices with multifactor authentication via phone call, text, or the Microsoft Authenticator app for mobile phones and tablets.
Device encryption: Protect sensitive data from being accessed by unauthorized users who come into possession of any of your organization's devices.
No Software Assurance
This license does not include Software Assurance. Without Software Assurance, you will not have the right to install new releases of this product. You will not be able to add Software Assurance to this type of license.",Microsoft Discounted Software,English,,Download,Windows,69.0,https://www.techsoup.ca/content/windows-pro-full-operating-system-discounted-%E2%80%93-no-software-assurance
271,G-57056,Norton 360 Deluxe 1-Year Subscription for 5 Devices (English),"Description
Norton 360 Deluxe protects your computers, tablets, and smartphones as well as your personal information against the latest online threats. Devices are managed through a web interface with no need for a server.
This donation provides a subscription for use of the product on up to five personal devices for one year. You can activate it only in Canada. The subscription includes protection updates and new product features. The product will cease to function entirely after one year unless the subscription is renewed.
Benefits for Organizations
You can use Norton 360 to
Protect your organization's data from ransomware, viruses, spyware, malware, and other threats
Keep your computers running smoothly to reduce system administration costs
Prevent uninvited connections to computers and other devices so attackers can't steal information, install and launch programs, or make other dangerous changes to your organization's computers
Major Capabilities
Device security: Protects PCs, Macs, or mobile devices against the latest online threats.
Dark Web Monitoring: Monitors and notifies the primary account holder if it finds their personal information on the dark web, a part of the web that regular search engines can't access.
Firewall:Helps protect your device and data from attacks and intrusion by monitoring and blocking suspicious network traffic.
Secure VPN: A no-log VPN gives you protection and encryption when you use a public or shared Wi-Fi network so you can browse anonymously and securely.
Password Manager: Helps you securely create, store, and manage your passwords, credit card information, and other credentials online.
PC cloud backup: Gives the primary account holder 50 GB of cloud storage to back up important files and documents in the event of data loss due to hard drive failures, stolen devices, or ransomware (Windows only).
Learn more about Norton 360 Deluxe.
Support, Renewals, and Upgrades
This product is identical to the version sold through the NortonLifeLock website and includes the standard support, renewal, and upgrade options available with retail products.
Choose Carefully
The administrative fee for this product is not refundable, and the product cannot be exchanged. NortonLifeLock's money-back guarantee does not apply to this product since it is donated.
 ",NortonLifeLock,English,"Server & Security Software, Spam and Virus Protection",Download,"Android, iOS, Mac, Windows",23.0,https://www.techsoup.ca/content/norton-360-deluxe-1-year-subscription-5-devices-english
272,G-57059,Norton 360 Deluxe 1-Year Subscription for 5 Devices (French),"Description
Norton 360 Deluxe protects your computers, tablets, and smartphones as well as your personal information against the latest online threats. Devices are managed through a web interface with no need for a server.
This donation provides a subscription for use of the product on up to five personal devices for one year. You can activate it only in Canada. The subscription includes protection updates and new product features. The product will cease to function entirely after one year unless the subscription is renewed.
Benefits for Organizations
You can use Norton 360 to
Protect your organization's data from ransomware, viruses, spyware, malware, and other threats
Keep your computers running smoothly to reduce system administration costs
Prevent uninvited connections to computers and other devices so attackers can't steal information, install and launch programs, or make other dangerous changes to your organization's computers
Major Capabilities
Device security: Protects PCs, Macs, or mobile devices against the latest online threats.
Dark Web Monitoring: Monitors and notifies the primary account holder if it finds their personal information on the dark web, a part of the web that regular search engines can't access.
Firewall:Helps protect your device and data from attacks and intrusion by monitoring and blocking suspicious network traffic.
Secure VPN: A no-log VPN gives you protection and encryption when you use a public or shared Wi-Fi network so you can browse anonymously and securely.
Password Manager: Helps you securely create, store, and manage your passwords, credit card information, and other credentials online.
PC cloud backup: Gives the primary account holder 50 GB of cloud storage to back up important files and documents in the event of data loss due to hard drive failures, stolen devices, or ransomware (Windows only).
Learn more about Norton 360 Deluxe.
Support, Renewals, and Upgrades
This product is identical to the version sold through the NortonLifeLock website and includes the standard support, renewal, and upgrade options available with retail products.
Choose Carefully
The administrative fee for this product is not refundable, and the product cannot be exchanged. NortonLifeLock's money-back guarantee does not apply to this product since it is donated.",NortonLifeLock,French,"Data Security and Privacy, Spam and Virus Protection",Download,"Android, iOS, Mac, Windows",23.0,https://www.techsoup.ca/content/norton-360-deluxe-1-year-subscription-5-devices-french
273,G-57055,Norton Small Business 1-Year Subscription for 10 Devices (English),"Description
Norton Small Business protects computers, tablets, and smartphones against the latest online threats. It allows remote management of the devices in an organization with no need for a server.
This donation provides a subscription for use of the product on up to 10 devices for one year. The subscription includes protection updates and new product features. The product will cease to function entirely after one year unless the subscription is renewed.
Benefits for Organizations
You can use Norton Small Business to
Protect your organization's data from viruses, spyware, malware, and other threats
Keep your computers running smoothly to reduce system administration costs
Prevent uninvited connections to computers and other devices so they can't steal information, install and launch programs, or make other dangerous changes to your organization's computers
Major Capabilities
24/7 threat protection: Combines several defense and antivirus technologies based on networks, files, reputation, and behavior.
Mobile Insight: Checks apps for potential privacy risks, high battery and data use, and intrusive behavior.
Mobile device location: Remotely locates lost or stolen devices, locks them, and wipes them.
Centralized management: The Norton Management web portal allows you to view the status of all devices, invite users to install the product, and fix some security issues remotely.
Support, Renewals, and Upgrades
This product is identical to the version sold through the NortonLifeLock website and includes the standard support, renewal, and upgrade options available with retail products.
Choose Carefully
The administrative fee for this product is not refundable, and the product cannot be exchanged. NortonLifeLock's money-back guarantee does not apply to this product since it is donated.",NortonLifeLock,English,"Data Security and Privacy, Spam and Virus Protection",Download,"Android, iOS, Mac, Windows",41.0,https://www.techsoup.ca/content/norton-small-business-1-year-subscription-10-devices-english
274,G-57060,Norton Small Business 1-Year Subscription for 10 Devices (French),"Description
Norton Small Business protects computers, tablets, and smartphones against the latest online threats. It allows remote management of the devices in an organization with no need for a server.
This donation provides a subscription for use of the product on up to 10 devices for one year. The subscription includes protection updates and new product features. The product will cease to function entirely after one year unless the subscription is renewed.
Benefits for Organizations
You can use Norton Small Business to
Protect your organization's data from viruses, spyware, malware, and other threats
Keep your computers running smoothly to reduce system administration costs
Prevent uninvited connections to computers and other devices so they can't steal information, install and launch programs, or make other dangerous changes to your organization's computers
Major Capabilities
24/7 threat protection: Combines several defense and antivirus technologies based on networks, files, reputation, and behavior.
Mobile Insight: Checks apps for potential privacy risks, high battery and data use, and intrusive behavior.
Mobile device location: Remotely locates lost or stolen devices, locks them, and wipes them.
Centralized management: The Norton Management web portal allows you to view the status of all devices, invite users to install the product, and fix some security issues remotely.
Support, Renewals, and Upgrades
This product is identical to the version sold through the NortonLifeLock website and includes the standard support, renewal, and upgrade options available with retail products.
Choose Carefully
The administrative fee for this product is not refundable, and the product cannot be exchanged. NortonLifeLock's money-back guarantee does not apply to this product since it is donated.",NortonLifeLock,French,"Data Security and Privacy, Spam and Virus Protection",Download,"Android, iOS, Mac, Windows",41.0,https://www.techsoup.ca/content/norton-small-business-1-year-subscription-10-devices-french
275,G-57057,Norton Small Business 1-Year Subscription for 20 Devices (English),"Description
Norton Small Business protects computers, tablets, and smartphones against the latest online threats. It allows remote management of the devices in an organization with no need for a server.
This donation provides a subscription for use of the product on up to 20 devices for one year. The subscription includes protection updates and new product features. The product will cease to function entirely after one year unless the subscription is renewed.
Benefits for Organizations
You can use Norton Small Business to
Protect your organization's data from viruses, spyware, malware, and other threats
Keep your computers running smoothly to reduce system administration costs
Prevent uninvited connections to computers and other devices so they can't steal information, install and launch programs, or make other dangerous changes to your organization's computers
Major Capabilities
24/7 threat protection: Combines several defense and antivirus technologies based on networks, files, reputation, and behavior.
Mobile Insight: Checks apps for potential privacy risks, high battery and data use, and intrusive behavior.
Mobile device location: Remotely locates lost or stolen devices, locks them, and wipes them.
Centralized management: The Norton Management web portal allows you to view the status of all devices, invite users to install the product, and fix some security issues remotely.
Support, Renewals, and Upgrades
This product is identical to the version sold through the NortonLifeLock website and includes the standard support, renewal, and upgrade options available with retail products.
Choose Carefully
The administrative fee for this product is not refundable, and the product cannot be exchanged. NortonLifeLock's money-back guarantee does not apply to this product since it is donated.",NortonLifeLock,English,"Data Security and Privacy, Spam and Virus Protection",Download,"Android, iOS, Mac, Windows",68.0,https://www.techsoup.ca/content/norton-small-business-1-year-subscription-20-devices-english
276,G-57058,Norton Small Business 1-Year Subscription for 20 Devices (French),"Description
Norton Small Business protects computers, tablets, and smartphones against the latest online threats. It allows remote management of the devices in an organization with no need for a server.
This donation provides a subscription for use of the product on up to 20 devices for one year. The subscription includes protection updates and new product features. The product will cease to function entirely after one year unless the subscription is renewed.
Benefits for Organizations
You can use Norton Small Business to
Protect your organization's data from viruses, spyware, malware, and other threats
Keep your computers running smoothly to reduce system administration costs
Prevent uninvited connections to computers and other devices so they can't steal information, install and launch programs, or make other dangerous changes to your organization's computers
Major Capabilities
24/7 threat protection: Combines several defense and antivirus technologies based on networks, files, reputation, and behavior.
Mobile Insight: Checks apps for potential privacy risks, high battery and data use, and intrusive behavior.
Mobile device location: Remotely locates lost or stolen devices, locks them, and wipes them.
Centralized management: The Norton Management web portal allows you to view the status of all devices, invite users to install the product, and fix some security issues remotely.
Support, Renewals, and Upgrades
This product is identical to the version sold through the NortonLifeLock website and includes the standard support, renewal, and upgrade options available with retail products.
Choose Carefully
The administrative fee for this product is not refundable, and the product cannot be exchanged. NortonLifeLock's money-back guarantee does not apply to this product since it is donated.",NortonLifeLock,French,"Data Security and Privacy, Spam and Virus Protection",Download,"Android, iOS, Mac, Windows",68.0,https://www.techsoup.ca/content/norton-small-business-1-year-subscription-20-devices-french
277,HW-57121,Cisco Meraki 10GBASE-LR Single-Mode SFP Transceiver,"Description
Please note that this product is offered through the Cisco donation program.
The MA-SFP-10GB-LR is a Cisco Meraki single-mode enhanced small form-factor pluggable (SFP+) transceiver. This hot-swappable device plugs into a 10-Gigabit Ethernet SFP+ port on Meraki MX and MS series devices to link them with a network via single-mode optical fiber.
This donation provides a single MA-SFP-10GB-LR transceiver.
Product Specifications
See the official product specifications for the MA-SFP-10GB-LR (PDF) at the Meraki website.
Obtaining Your Product
TechSoup Canada might request additional information to verify that your organization matches the Cisco philanthropy guidelines. You will receive a confirmation email from TechSoup Canada when your request is approved, followed by additional messages with shipping and delivery information. You should receive your product within 26 weeks of the approval date.
This product cannot be shipped to a PO Box. If your organization's shipping address is a PO Box or is different from its physical location, we will ship your request to your organization's physical address.
Hardware Details
Warranty Meraki covers this product with a one-year warranty.
Cancellations and Returns
If you need to cancel a request, you must do so no later than 65 days before your estimated delivery date.
Damaged or incorrect products can be exchanged or returned for a refund.
Cisco Meraki generally does not accept returns for other reasons. However, if you have special circumstances that you would like us to review, contact us within 20 days of receipt of the items.",Cisco,English,,Hardware,Multiple platforms,1032.0,https://www.techsoup.ca/content/cisco-meraki-10gbase-lr-single-mode-sfp-transceiver
