رمز فئة المنتج,اسم المصنع,العنوان,رقم التواصل,البريد الإلكتروني
11082028,مصنع الصرح المثالي للسلامه,المنطقة الشرقية,138934008,omar.mukahal@profiregroup.com
11082028,فرع مصنع شركة الشرقاوي لانظمة توزيع الهواء المحدودة,منطقة مكة المكرمة,0,w.tassan@sharqawifactory.com
11082028,مصنع جذوات للصناعة,منطقة الرياض,114157008,info@najdlinks.com
11082028,شركة مصنع سعودي إخوان لمجاري تكييف الهواء المحدودة,منطقة الرياض,114791008,contact@alafcohvac.com
11072027,شركة أسمنت حائل,منطقة حائل,165344008,abdulrahman.alhazmi@hailcement.com
11072027,مصنع شركة اسمنت المنطقة الجنوبية,منطقة جيزان,173191008,y.majrashi@spcc.com.sa
11072027,شركة اسمنت القصيم,منطقة القصيم,316556006,etaleb@qcc.com.sa
11072027,مصنع الواح الخليج للبوليسترين,منطقة الرياض,0,mshtsh10@gmail.com
11072027,شركة اسمنت المدينة مساهمة عامة,منطقة الرياض,115284008,F.Baraja@CityCement.sa
11072027,شركة اسمنت المتحدة الصناعية,منطقة مكة المكرمة,126017008,malkathiri@unitedcement.com.sa
11072027,شركة مصنع أسمنت الخليج السعودي,منطقة الرياض,442224006,null
11072027,فرع شركة اسمنت الجوف,منطقة الحدود الشمالية,112004007,a.a.aljuma@joufcem.com.sa
11072027,مصنع ابتكار العربية لأنظمة العزل الحراري,منطقة تبوك,144261008,info@albaziegrp.com
11072027,شركة اسمنت ينبع,منطقة المدينة المنورة,126532008,badahdah@yanbucement.com
11072027,شركة الأسمنت العربيه,منطقة مكة المكرمة,694824006,bniyazi@arabiacement.com
11072027,شركة أسمنت المنطقة الجنوبية,منطقة مكة المكرمة,172953008,m.fosily@spcc.com.sa
11072027,الشركة السريعة الدولية للبتروكيماويات المحدودة,منطقة مكة المكرمة,126364008,yasir@dadcoltd.com
11072027,مصنع البركة للبوليستيرين,منطقة الرياض,14993007,barakah2011@yahoo.com
11072027,شركة الأسمنت العربيه,منطقة مكة المكرمة,694824006,bniyazi@arabiacement.com
11072027,شركة أسمنت المنطقة الجنوبية,منطقة مكة المكرمة,172953008,m.fosily@spcc.com.sa
11072027,فرع شركة اسمنت الجوف,منطقة الحدود الشمالية,112004007,a.a.aljuma@joufcem.com.sa
11072027,فرع شركة اسمنت الجوف,منطقة الحدود الشمالية,112004007,a.a.aljuma@joufcem.com.sa
11072027,فرع شركة تقنية الانشاء الصناعية,منطقة الرياض,112911008,ho99994@hotmail.com
11072027,شركة اسمنت المنطقة الشمالية,منطقة الحدود الشمالية,112012008,hmarran@nrc.com.sa
11072027,شركة المنتجات البيتومينية المحدودة (بيتومات),المنطقة الشرقية,812121006,a.aman@bitumat.com
11072027,شركة اسمنت اليمامة,منطقة الرياض,408572006,ali.almassar@Yamamacement.com
11072027,شركة اسمنت الرياض فرع شركة الأسمنت الأبيض السعودي,منطقة الرياض,112612008,atalshammari@riyadhcement.com.sa
11072027,مصنع تبوك لمنتجات البلاستيك والبوليستايرين,منطقة تبوك,442321007,info@albaziegrp.com
11072027,شركة اسمنت نجران,منطقة نجران,12653008,z.alyazedi@najrancement.com
11072027,شركة اسمنت المنطقة الشمالية,منطقة الحدود الشمالية,112012008,hmarran@nrc.com.sa
11072027,شركة اسمنت الصفوه,منطقة مكة المكرمة,234624006,abdallah.asiri@safwacc.com
11072027,شركة اسمنت الصفوه,منطقة مكة المكرمة,234624006,abdallah.asiri@safwacc.com
11072027,فرع شركة اسمنت الجوف,منطقة الحدود الشمالية,112004007,a.a.aljuma@joufcem.com.sa
11072027,فرع شركة اسمنت الجوف,منطقة الحدود الشمالية,112004007,a.a.aljuma@joufcem.com.sa
11072027,شركة اسمنت تبوك,منطقة تبوك,144324008,tcc@tcc-sa.com
11072027,شركة اسمنت ام القرى,منطقة مكة المكرمة,114874008,w.otaibi@uacc.com.sa
11072027,فرع شركة اسمنت الجوف,منطقة الحدود الشمالية,112004007,a.a.aljuma@joufcem.com.sa
11072027,فرع شركة اسمنت الجوف,منطقة الحدود الشمالية,112004007,a.a.aljuma@joufcem.com.sa
11072027,فرع مصنع شركة المنتجات البيتومينية المحدودة (بيتومات),المنطقة الشرقية,812121006,a.aman@bitumat.com
11072027,بلاستيك الوطنية فرع شركة الوطنية للصناعة,منطقة الرياض,499704006,albekiry@wataniaind.com
11072027,مصنع الشركة السعودية للخرسانة الجاهزة,المنطقة الشرقية,138822008,Waleed.AlBorshaid@Saudireadymix.com.sa
11072027,الشركة السعودية لصناعة البيتومين المحدودة,منطقة الرياض,126511007,hussain@saudibitumen.com
11072027,شركة اسمنت ام القرى,منطقة مكة المكرمة,114874008,w.otaibi@uacc.com.sa
11072027,شركة الاسمنت السعودية,المنطقة الشرقية,138358008,Amoosa@saudicement.com.sa
11072027,مصنع شركة اسمنت المنطقة الشرقية,المنطقة الشرقية,388122007,fahad@epcco.com
11072026,شركة أكواكيمي العربية السعودية,المنطقة الشرقية,133418008,yahya@aquachemie.com
11072026,فرع شركة ايجل بورغمان العربية السعودية المحدودة,المنطقة الشرقية,138906008,hassan.alashoor@sa.eagleburgmann.com
11072026,شركة سيكلي السعودية,منطقة مكة المكرمة,126374008,ahmad@saudisicli.com.sa
11072026,مصنع الخليج لموانع التسريب,المنطقة الشرقية,138121008,MOSTAFABAKR79@YAHOO.COM
11072026,مصنع شركة مسار الشرقية لقطع غيار المعدات الدوارة,منطقة مكة المكرمة,0,riyadh@msargroup.com
11072026,شركة اساس السعودية لاعمال التقنية المحدودة,منطقة مكة المكرمة,608089006,rayan@sabtech.com.sa
11072026,فرع شركة ايجل بورغمان العربية السعودية المحدودة,المنطقة الشرقية,138906008,hassan.alashoor@sa.eagleburgmann.com
11072026,شركة الغازات الصناعية السعودية,المنطقة الشرقية,138121008,abdullah.alkhaldi@linde.com
11072026,مصنع الكيماويات الصناعية المتحدة,المنطقة الشرقية,13893008,othman@uic.com.sa
11072026,مصنع معدات الزيت والغاز,المنطقة الشرقية,381233007,mairwili@aalsuwciet.com
11072026,مصنع الأجزاء المانعة للتسرب,المنطقة الشرقية,857997006,fathy@alimanmhd.com
11072026,شركة الفتوح لاكسسوارات الألمنيوم وخيوط العزل,منطقة الرياض,149835007,alfa.acco@gmail.com
11072026,مصنع شركة آلاء العالمية للمطاط,المنطقة الشرقية,847003006,sultan.mosaad@afi.comsa
11072026,مصنع المؤسسة العربية للصمامات واجزاء المضخات,المنطقة الشرقية,0,khalid@aet-psd.com
11072026,فرع شركة ايجل بورغمان العربية السعودية المحدودة,المنطقة الشرقية,138906008,hassan.alashoor@sa.eagleburgmann.com
11072026,فرع شركة ايجل بورغمان العربية السعودية المحدودة,المنطقة الشرقية,138906008,hassan.alashoor@sa.eagleburgmann.com
11072026,شركة هبه لصناعة أجهزة أطفاء الحريق المحدودة,المنطقة الشرقية,138421008,bandar.aloumi@heba-fire.com
11072026,مصنع الخلطات الجافة,منطقة الرياض,210975006,naif.mohammed@dmc-mix.com
11072026,مصنع الخلطات الجافة,منطقة الرياض,210975006,naif.mohammed@dmc-mix.com
11072025,شركة صناعات العزل العربية عوازل,منطقة الرياض,114982008,naldalbahi@awazel.com
11072025,شركة المنتجات البيتومينية المحدودة (بيتومات),المنطقة الشرقية,812121006,a.aman@bitumat.com
11072025,فرع شركة صناعات العزل العربية عوازل,منطقة مكة المكرمة,0,kalanazi@awazel.com
11072025,شركة مصادر كيماويات الطاقة,المنطقة الشرقية,0,Saudi.Government@halliburton.com
11072024,مصنع محمد سميح غدار للطاقة,منطقة مكة المكرمة,555667008,m.alghamdi@ghaddar.com
11072024,شركة مصنع الغماس للصناعات الكهروميكانيكية المتطورة,منطقة القصيم,322009006,hr@alghamas.com
11072024,شركة الواحه سايكس لانتاج المضخات,المنطقة الشرقية,381211007,mohammed@oasissykes.com
11072024,شركه المصنع السعودي القبرصي لسبك وتشكيل المعادن المحدودة,منطقة مكة المكرمة,126365008,tofiq@sc-foundries.com
11072024,مؤسسة تكنولوجيا الصناعات,منطقة الرياض,0,otaibi@sffeco.com.sa
11072024,مصنع عارف النهدي للصناعة,منطقة الرياض,0,arifalnahdi@hotmail.com
11072023,شركة سان غوبان ويبر  السعودية,"Unnamed Road, مدينة الملك عبد ",0,Nabil.ghammachi@saint-gobain.com
11072023,مصنع ابراهيم حسن مدخلي للكيماويات,شارع ابن سينا السعودية,561134008,madkhali2008@hotmail.com
11072023,شركة دي سي بي السعودية,Unnamed Road، المشاعل، الرياض ,4612006,info.saudi@dcp-int.com
11072023,الشركة الحديثة لكيماويات البناء,"Unnamed Road, جدة 22754، السعو",122901007,hab888@yahoo.com
11072022,شركة مصنع انظمة الانابيب السعودي المحدودة,منطقة مكة المكرمة,260811007,sps@pipes.sa
11072022,شركة الأول للاتصالات و الصناعة,منطقة الرياض,112813008,faleh@ftc.com.sa
11072022,شركة صناعة بلاستيك الطاقة المحدودة,منطقة مكة المكرمة,636077006,info@cables.energya.com
11072022,شركه مصنع الجزيره للدهانات / فرع سدير,منطقة الرياض,54207008,asulaiman@al-jazeerapaints.com
11072022,شركة بيرما بايب العربية السعودية,المنطقة الشرقية,812953006,halhawaj@permapipe.com.sa
11072022,مصنع عبدالعزيز محمد العليط لتمديدات مجاري تكييف الهواء,منطقة حائل,165665009,a.m.Alalit2@gmail.com
11072022,مصنع الجودة لمجاري الهواء,منطقة الرياض,505429008,YJADEED@HOTMAIL.COM
11072022,مصنع رول للمنتجات البلاستيكية,منطقة الرياض,140071007,f_almousa@roll-ksa.com?
11072022,شركة تصنيع أنظمة العزل والتهوية للصناعة,المنطقة الشرقية,0,khalidsuf@akel.com.sa
11072022,شركة تصنيع أنظمة العزل والتهوية للصناعة,المنطقة الشرقية,0,khalidsuf@akel.com.sa
11072021,مصنع ليالى الصحراء للزيوت والشحوم والبيتومين,منطقة الرياض,112421008,ehab_emara77@yahoo.com
11072021,مصنع شركة تاج العوازل الدولية,المنطقة الشرقية,381287007,abdulaziz@taj-int.com.sa
11072021,مصنع الصلح للمنتجات الأسفلتية ومشتقاتها,منطقة مكة المكرمة,126613008,mbh@hip.com.sa
11072021,مصنع المجد للاسفلت المستحلب فرع شركة المجد الدولية لاعمال التشغيل,منطقة مكة المكرمة,608211006,weed_2015@hotmail.com
11072021,الشركة السريعة الدولية للبتروكيماويات المحدودة,منطقة مكة المكرمة,126364008,yasir@dadcoltd.com
11072021,مصنع أحمد ناصر البنعلي وأولاده للمستحلبات,المنطقة الشرقية,138596008,h.alisulais@albinali.com
11072021,مصنع شركة الرابط المرن للعوازل الاسفلتية,منطقة مكة المكرمة,126071008,null
11072021,الشركة السعودية لصناعة البيتومين المحدودة,منطقة الرياض,126511007,hussain@saudibitumen.com
11072021,مصنع شركة الرابط المرن للعوازل الاسفلتية,منطقة مكة المكرمة,126071008,null
11072021,شركة المنتجات البيتومينية المحدودة (بيتومات),المنطقة الشرقية,812121006,a.aman@bitumat.com
11072021,مصنع التقنية السعودية للزيوت,منطقة الرياض,114733008,rassaes@hotmail.com
11072021,مصنع موانع للصناعه,المنطقة الشرقية,138263008,kojack89@hotmail.com
11072021,فرع شركة هنكل بولي بت للصناعات المحدودة,المنطقة الشرقية,138084008,sulaiman.buluk@henkel.com
11072021,الشركة السعودية لصناعة البيتومين المحدودة,منطقة الرياض,126511007,hussain@saudibitumen.com
11072021,شركة المنتجات البيتومينية المحدودة (بيتومات),المنطقة الشرقية,812121006,a.aman@bitumat.com
11072021,مصنع عوازل البحر الاحمر للصناعة,منطقة مكة المكرمة,122908008,f.qahtani@outlook.com
11072021,مصنع المجد للاسفلت المستحلب فرع شركة المجد الدولية لاعمال التشغيل,منطقة مكة المكرمة,608211006,weed_2015@hotmail.com
11072021,مصنع طاقات الشرق السعودي,المنطقة الشرقية,834218006,mohammedalraqqah@hotmail.com
11072021,مصنع عوازل البحر الاحمر للصناعة,منطقة مكة المكرمة,122908008,f.qahtani@outlook.com
11072021,الشركة السريعة الدولية للبتروكيماويات المحدودة,منطقة مكة المكرمة,126364008,yasir@dadcoltd.com
11072021,مصنع شركة تاج العوازل الدولية,المنطقة الشرقية,381287007,abdulaziz@taj-int.com.sa
11072021,شركة طريق العبور للاسفلت والزيوت المعاد تكريرها,منطقة الرياض,0,null
11072021,مصنع مشعل حسين العنزي للزيوت,منطقة الرياض,472777006,null
11072021,مصنع عوازل صحاري للمنتجات الاسفلتية,المنطقة الشرقية,138828008,mub.ayaf@gmail.com
11072021,مصنع شركة تاج العوازل الدولية,المنطقة الشرقية,381287007,abdulaziz@taj-int.com.sa
11072021,فرع شركة هنكل بولي بت للصناعات المحدودة,المنطقة الشرقية,138084008,sulaiman.buluk@henkel.com
11072021,شركة المصنع العربي للمواد العازلة,منطقة مكة المكرمة,63646006,almanar.sa@live.com
11072021,مصنع موانع للصناعه,المنطقة الشرقية,138263008,kojack89@hotmail.com
11072021,شركة فهد ثنيان الثنيان وشريكه لانتاج البيتومين,منطقة الرياض,0,null
11072021,شركة مصنع الاتحاد الدولية للبيتومين شركة شخص واحد,منطقة الرياض,265476006,info@uib.com.sa
11072021,شركة المصنع العربي للمواد العازلة,منطقة مكة المكرمة,63646006,almanar.sa@live.com
11072021,شركة المنتجات البيتومينية المحدودة (بيتومات),المنطقة الشرقية,812121006,a.aman@bitumat.com
11072021,مصنع شركة تاج العوازل الدولية,المنطقة الشرقية,381287007,abdulaziz@taj-int.com.sa
11072021,الشركة السعودية لصناعة البيتومين المحدودة,منطقة الرياض,126511007,hussain@saudibitumen.com
11072021,مصنع شركة تاج العوازل الدولية,المنطقة الشرقية,381287007,abdulaziz@taj-int.com.sa
11072021,مصنع المجول للأسفلت المؤكسد والمواد العازلة,المنطقة الشرقية,381218007,mafco313@gmail.com
11072021,مصنع سما بت للعوازل الاسفلتية والزيوت المعاد تكريرها,منطقة الرياض,114987008,m.s.mashjari@samabit.com
11072020,الشركة السعودية لصناعة البيتومين المحدودة,4236، المدينة الصناعية الجديدة,126511007,hussain@saudibitumen.com
11072020,فرع شركة صناعات العزل العربية عوازل,7656، المدينة الصناعية، جدة 22,0,kalanazi@awazel.com
11072020,شركة سيكا العربية السعودية المحدودة,7653، رابغ 25756 3368، السعودي,126927008,bokhari.waleed@sa.sika.com 
11072020,فرع شركة سيكا العربية السعودية المحدودة,"3185, المدينة الصناعية الثانية",0,amirah.mwafaq@sa.sika.com
11072020,شركة صناعات العزل العربية عوازل,4463، المدينة الصناعية الجديدة,114982008,naldalbahi@awazel.com
11072020,مصنع اطياف الشرق للدهانات والمعاجين,Unnamed Road 15312، السعودية,504442008,SULTAN.MHMD390@GMAIL.COM
11072019,مصنع شركة اميانتيت لصناعة المطاط المحدودة,7584، المدينة الصناعية الأولى،,847303007,hr@amiantit.com
11072019,فرع مصنع شركة الطيار للصناعات البلاستيكية والمطاطية المحدودة,8085، المدينة الصناعية، جدة 22,62006,amer@altayar.com.sa
11072019,مصنع اطياف الشرق للدهانات والمعاجين,Unnamed Road 15312، السعودية,504442008,SULTAN.MHMD390@GMAIL.COM
11072019,شركة الطيار للصناعات البلاستيكية والمطاطيه المحدوده,8610، المدينة الصناعية، جدة 22,62006,saud@altayar.com.sa
11072018,شركة تلدين للحلول البلاستيكية,"55414 400, حائل 55414، السعودي",165386008,H.algarallah@rowadplastic.com
11072018,مصنع أنقى للبلاستيك,شارع 28، المدينة الصناعية بعسي,226908006,MmMm984@hotmail.com
11072018,مصنع روائع البلاستيك للصناعة,"Unnamed Road, جدة السعودية",63551006,mpmksa@gmail.com
11072018,مصنع الشام للبلاستيك,الدمام الخضرية,837668006,muminmm200@gmail.com
11072017,فرع شركة هنكل بولي بت للصناعات المحدودة,المنطقة الشرقية,138084008,sulaiman.buluk@henkel.com
11072017,شركة المصنع العربي للمواد العازلة,منطقة مكة المكرمة,63646006,almanar.sa@live.com
11072017,شركة مصنع الاتحاد الدولية للبيتومين شركة شخص واحد,منطقة الرياض,265476006,info@uib.com.sa
11072017,مصنع المجد للاسفلت المستحلب فرع شركة المجد الدولية لاعمال التشغيل,منطقة مكة المكرمة,608211006,weed_2015@hotmail.com
11072017,مصنع شركة تاج العوازل الدولية,المنطقة الشرقية,381287007,abdulaziz@taj-int.com.sa
11072017,الشركة السريعة الدولية للبتروكيماويات المحدودة,منطقة مكة المكرمة,126364008,yasir@dadcoltd.com
11072017,مصنع أحمد ناصر البنعلي وأولاده للمستحلبات,المنطقة الشرقية,138596008,h.alisulais@albinali.com
11072017,شركة المنتجات البيتومينية المحدودة (بيتومات),المنطقة الشرقية,812121006,a.aman@bitumat.com
11072017,مصنع مواد تثبيت التربة للصناعة,المنطقة الشرقية,138433008,sandfix.sandfix@gmail.com
11072017,شركة طريق العبور للاسفلت والزيوت المعاد تكريرها,منطقة الرياض,0,null
11072017,شركة المنتجات البيتومينية المحدودة (بيتومات),المنطقة الشرقية,812121006,a.aman@bitumat.com
11072017,مصنع موانع للصناعه,المنطقة الشرقية,138263008,kojack89@hotmail.com
11072017,مصنع مواد تثبيت التربة للصناعة,المنطقة الشرقية,138433008,sandfix.sandfix@gmail.com
11072017,مصنع أحمد ناصر البنعلي وأولاده للمستحلبات,المنطقة الشرقية,138596008,h.alisulais@albinali.com
11072017,مصنع موانع للصناعه,المنطقة الشرقية,138263008,kojack89@hotmail.com
11072017,مصنع عوازل صحاري للمنتجات الاسفلتية,المنطقة الشرقية,138828008,mub.ayaf@gmail.com
11072017,شركة عوازل الخليج الصناعية,منطقة الرياض,114611008,sabra@gulfseal.com.sa
11072017,مصنع الصلح للمنتجات الأسفلتية ومشتقاتها,منطقة مكة المكرمة,126613008,mbh@hip.com.sa
11072017,مصنع المجد للاسفلت المستحلب فرع شركة المجد الدولية لاعمال التشغيل,منطقة مكة المكرمة,608211006,weed_2015@hotmail.com
11072017,مصنع عوازل البحر الاحمر للصناعة,منطقة مكة المكرمة,122908008,f.qahtani@outlook.com
11072017,مصنع شركة تاج العوازل الدولية,المنطقة الشرقية,381287007,abdulaziz@taj-int.com.sa
11072017,شركة المصنع العربي للمواد العازلة,منطقة مكة المكرمة,63646006,almanar.sa@live.com
11072017,مصنع موانع للصناعه,المنطقة الشرقية,138263008,kojack89@hotmail.com
11072017,مصنع أحمد سيف آل الدبش للبيتومين والعوازل الأسفلتية,منطقة عسير,238033006,aldebsh@gmail.com
11072017,مصنع بروق الخليج للمنتجات الحديدية,المنطقة الشرقية,822211006,brooqrdh@gmail.com
11072017,شركة المصنع العربي للمواد العازلة,منطقة مكة المكرمة,63646006,almanar.sa@live.com
11072017,مصنع شركة تاج العوازل الدولية,المنطقة الشرقية,381287007,abdulaziz@taj-int.com.sa
11072017,شركة صناعات العزل العربية عوازل,منطقة الرياض,114982008,naldalbahi@awazel.com
11072017,مصنع شركة الرابط المرن للعوازل الاسفلتية,منطقة مكة المكرمة,126071008,null
11072017,مصنع مشعل حسين العنزي للزيوت,منطقة الرياض,472777006,null
11072017,الشركة السريعة الدولية للبتروكيماويات المحدودة,منطقة مكة المكرمة,126364008,yasir@dadcoltd.com
11072017,فرع شركة هنكل بولي بت للصناعات المحدودة,المنطقة الشرقية,138084008,sulaiman.buluk@henkel.com
11072017,فرع شركة هنكل بولي بت للصناعات المحدودة,المنطقة الشرقية,138084008,sulaiman.buluk@henkel.com
11072017,مصنع عوازل صحاري للمنتجات الاسفلتية,المنطقة الشرقية,138828008,mub.ayaf@gmail.com
11072017,فرع شركة صناعات العزل العربية عوازل,منطقة مكة المكرمة,0,kalanazi@awazel.com
11072017,مصنع المجد للاسفلت المستحلب فرع شركة المجد الدولية لاعمال التشغيل,منطقة مكة المكرمة,608211006,weed_2015@hotmail.com
11072017,شركة طريق العبور للاسفلت والزيوت المعاد تكريرها,منطقة الرياض,0,null
11072017,مصنع شركة تاج العوازل الدولية,المنطقة الشرقية,381287007,abdulaziz@taj-int.com.sa
11072017,الشركة السريعة الدولية للبتروكيماويات المحدودة,منطقة مكة المكرمة,126364008,yasir@dadcoltd.com
11072017,شركة المنتجات البيتومينية المحدودة (بيتومات),المنطقة الشرقية,812121006,a.aman@bitumat.com
11072017,الشركة السعودية لصناعة البيتومين المحدودة,منطقة الرياض,126511007,hussain@saudibitumen.com
11072017,الشركة السعودية لصناعة البيتومين المحدودة,منطقة الرياض,126511007,hussain@saudibitumen.com
11072017,مصنع موانع للصناعه,المنطقة الشرقية,138263008,kojack89@hotmail.com
11072017,مصنع شركة تاج العوازل الدولية,المنطقة الشرقية,381287007,abdulaziz@taj-int.com.sa
11072017,مصنع موانع للصناعه,المنطقة الشرقية,138263008,kojack89@hotmail.com
11072017,الشركة السعودية لصناعة البيتومين المحدودة,منطقة الرياض,126511007,hussain@saudibitumen.com
11072017,مصنع غصون الذهب للزيوت والبيتومين,منطقة الرياض,0,algadi2009@gmail.com
11072017,مصنع شركة الرابط المرن للعوازل الاسفلتية,منطقة مكة المكرمة,126071008,null
11072017,شركة المصنع العربي للمواد العازلة,منطقة مكة المكرمة,63646006,almanar.sa@live.com
11072017,مصنع مواد تثبيت التربة للصناعة,المنطقة الشرقية,138433008,sandfix.sandfix@gmail.com
11072017,مصنع شركة تاج العوازل الدولية,المنطقة الشرقية,381287007,abdulaziz@taj-int.com.sa
11072017,مصنع المجد للاسفلت المستحلب فرع شركة المجد الدولية لاعمال التشغيل,منطقة مكة المكرمة,608211006,weed_2015@hotmail.com
11072017,مصنع مواد تثبيت التربة للصناعة,المنطقة الشرقية,138433008,sandfix.sandfix@gmail.com
11072017,مصنع مشعل حسين العنزي للزيوت,منطقة الرياض,472777006,null
11072017,شركة فهد ثنيان الثنيان وشريكه لانتاج البيتومين,منطقة الرياض,0,null
11072017,مصنع ليالى الصحراء للزيوت والشحوم والبيتومين,منطقة الرياض,112421008,ehab_emara77@yahoo.com
11072017,مصنع شركة الرابط المرن للعوازل الاسفلتية,منطقة مكة المكرمة,126071008,null
11072017,مصنع عوازل البحر الاحمر للصناعة,منطقة مكة المكرمة,122908008,f.qahtani@outlook.com
11072017,شركة روافد الحقول للاستثمار,منطقة الرياض,0,annco1@live.com
11072017,مصنع شركة مقيم خالد العرجي وأبنائه المحدودة لخلطات البيتومين,المنطقة الشرقية,124284007,mugaem2003@hotmail.com
11072017,مصنع الشركة العربية السعودية لصناعة انابيب حديد الدكتايل المحدودة,المنطقة الشرقية,847303007,hr@amiantit.com
11072017,مصنع طاقات الشرق السعودي,المنطقة الشرقية,834218006,mohammedalraqqah@hotmail.com
11072017,الشركة السعودية لصناعة البيتومين المحدودة,منطقة الرياض,126511007,hussain@saudibitumen.com
11072017,شركة فهد ثنيان الثنيان وشريكه لانتاج البيتومين,منطقة الرياض,0,null
11072017,فرع مصنع شركة المنتجات البيتومينية المحدودة (بيتومات),المنطقة الشرقية,812121006,a.aman@bitumat.com
11072017,مصنع ليالى الصحراء للزيوت والشحوم والبيتومين,منطقة الرياض,112421008,ehab_emara77@yahoo.com
11072017,مصنع الصلح للمنتجات الأسفلتية ومشتقاتها,منطقة مكة المكرمة,126613008,mbh@hip.com.sa
11072017,فرع شركة هنكل بولي بت للصناعات المحدودة,المنطقة الشرقية,138084008,sulaiman.buluk@henkel.com
11072017,مصنع عوازل البحر الاحمر للصناعة,منطقة مكة المكرمة,122908008,f.qahtani@outlook.com
11072017,فرع شركة هنكل بولي بت للصناعات المحدودة,المنطقة الشرقية,138084008,sulaiman.buluk@henkel.com
11072017,فرع شركة هنكل بولي بت للصناعات المحدودة,المنطقة الشرقية,138084008,sulaiman.buluk@henkel.com
11072017,شركة المنتجات البيتومينية المحدودة (بيتومات),المنطقة الشرقية,812121006,a.aman@bitumat.com
11072017,مصنع سما بت للعوازل الاسفلتية والزيوت المعاد تكريرها,منطقة الرياض,114987008,m.s.mashjari@samabit.com
11072017,شركة روافد الحقول للاستثمار,منطقة الرياض,0,annco1@live.com
11072017,شركة المنتجات البيتومينية المحدودة (بيتومات),المنطقة الشرقية,812121006,a.aman@bitumat.com
11072017,شركة عوازل الخليج الصناعية,منطقة الرياض,114611008,sabra@gulfseal.com.sa
11072017,مصنع شركة تاج العوازل الدولية,المنطقة الشرقية,381287007,abdulaziz@taj-int.com.sa
11072017,مصنع سما بت للعوازل الاسفلتية والزيوت المعاد تكريرها,منطقة الرياض,114987008,m.s.mashjari@samabit.com
11072017,شركة المنتجات البيتومينية المحدودة (بيتومات),المنطقة الشرقية,812121006,a.aman@bitumat.com
11072017,الشركة السعودية لصناعة البيتومين المحدودة,منطقة الرياض,126511007,hussain@saudibitumen.com
11072017,مصنع ساف لاسفلت,منطقة الرياض,112429008,info@saf supeur.com
11072017,مصنع شركة تاج العوازل الدولية,المنطقة الشرقية,381287007,abdulaziz@taj-int.com.sa
11072017,مصنع المجول للأسفلت المؤكسد والمواد العازلة,المنطقة الشرقية,381218007,mafco313@gmail.com
11072017,الشركة السعودية لصناعة البيتومين المحدودة,منطقة الرياض,126511007,hussain@saudibitumen.com
11072017,مصنع التقنية السعودية للزيوت,منطقة الرياض,114733008,rassaes@hotmail.com
11072017,الشركة السعودية لصناعة البيتومين المحدودة,منطقة الرياض,126511007,hussain@saudibitumen.com
11072017,الشركة السعودية لصناعة البيتومين المحدودة,منطقة الرياض,126511007,hussain@saudibitumen.com
11072017,مصنع المجول للأسفلت المؤكسد والمواد العازلة,المنطقة الشرقية,381218007,mafco313@gmail.com
11072017,مصنع شركة الرابط المرن للعوازل الاسفلتية,منطقة مكة المكرمة,126071008,null
11072017,مصنع شركة تاج العوازل الدولية,المنطقة الشرقية,381287007,abdulaziz@taj-int.com.sa
11072017,شركة صناعات المواد العازلة للماءديرمابت المحدودة,المنطقة الشرقية,341046006,nada@dermabit.com.sa
11072017,شركة جودة الشرق للمنتجات الحديدية,منطقة الرياض,141539007,mohamed@oriental-quality.com
11072017,الشركة السريعة الدولية للبتروكيماويات المحدودة,منطقة مكة المكرمة,126364008,yasir@dadcoltd.com
11072017,مصنع شركة الرابط المرن للعوازل الاسفلتية,منطقة مكة المكرمة,126071008,null
11072017,الشركة السريعة الدولية للبتروكيماويات المحدودة,منطقة مكة المكرمة,126364008,yasir@dadcoltd.com
11072017,مصنع شركة ايزوماكس للصناعات المحدودة,منطقة الرياض,810964006,moh.humoud@izomaks.com.sa
11072017,مصنع شركة تاج العوازل الدولية,المنطقة الشرقية,381287007,abdulaziz@taj-int.com.sa
11072017,مصنع مشعل حسين العنزي للزيوت,منطقة الرياض,472777006,null
11072017,مصنع موانع للصناعه,المنطقة الشرقية,138263008,kojack89@hotmail.com
11072017,مصنع موانع للصناعه,المنطقة الشرقية,138263008,kojack89@hotmail.com
11072017,شركة عوازل الخليج الصناعية,منطقة الرياض,114611008,sabra@gulfseal.com.sa
11072017,مصنع طاقات الشرق السعودي,المنطقة الشرقية,834218006,mohammedalraqqah@hotmail.com
11072017,مصنع عوازل البحر الاحمر للصناعة,منطقة مكة المكرمة,122908008,f.qahtani@outlook.com
11072017,المصنع السعودي الاقليمي للبتروكيماويات,منطقة الرياض,472777006,null
11072017,مصنع الوان التقدم لكيماويات البناء,منطقة الرياض,551008,mrsalwan@hotmail.com
11072017,شركة المنتجات البيتومينية المحدودة (بيتومات),المنطقة الشرقية,812121006,a.aman@bitumat.com
11072017,مصنع شركة تاج العوازل الدولية,المنطقة الشرقية,381287007,abdulaziz@taj-int.com.sa
11072017,مصنع التقنية السعودية للزيوت,منطقة الرياض,114733008,rassaes@hotmail.com
11072017,مصنع شركة الرابط المرن للعوازل الاسفلتية,منطقة مكة المكرمة,126071008,null
11072017,شركة مصنع الاتحاد الدولية للبيتومين شركة شخص واحد,منطقة الرياض,265476006,info@uib.com.sa
11072016,شركة أرامكو السعودية لزيوت الأساس - لوبريف,منطقة مكة المكرمة,222967007,alsaudm@luberef.com
